timestamp,cpu_percent
446,65.30000000000000000000
448,44.20000000000000000000
450,35.02500000000000000000
452,68.80000000000000000000
454,74.55000000000000000000
456,69.55000000000000000000
458,31.95000000000000000000
460,52.65000000000000000000
462,75.10000000000000000000
464,73.18400000000000000000
466,75.15000000000000000000
468,52.63700000000000000000
470,58.70000000000000000000
472,58.30000000000000000000
474,61.90000000000000000000
476,77.60000000000000000000
478,61.20000000000000000000
480,29.90000000000000000000
482,62.05000000000000000000
484,67.80000000000000000000
486,65.80000000000000000000
488,76.50000000000000000000
490,53.10000000000000000000
492,56.65000000000000000000
494,49.55200000000000000000
496,76.70000000000000000000
498,71.80000000000000000000
500,79.05000000000000000000
502,28.45000000000000000000
504,79.55000000000000000000
506,69.85000000000000000000
508,74.10000000000000000000
510,78.60000000000000000000
512,43.38300000000000000000
514,68.95000000000000000000
516,63.15000000000000000000
518,75.20000000000000000000
520,76.10000000000000000000
522,75.47300000000000000000
524,28.55000000000000000000
526,66.05000000000000000000
528,64.15000000000000000000
530,72.65000000000000000000
532,77.40000000000000000000
534,71.00000000000000000000
